method,path,code,size,latency
GET,"/doc/851","200",12886,0.919
GET,"/doc/1195","200",12920,0.664
PUT,"/doc/1","200",265,14.598
PUT,"/doc/1","200",265,5.458
POST,"/doc/17","200",138,2.933
POST,"/doc/17","200",163,7.493
POST,"/doc/0","200",138,1.167
GET,"/doc/3","200",1312,0.703
PUT,"/doc/1","200",265,8.517
POST,"/doc/17","200",163,8.696
PUT,"/doc/1","200",265,8.488
PUT,"/doc/1","200",265,7.906
POST,"/doc/0","200",138,1.461
POST,"/doc/2","200",138,5.502
PUT,"/doc/1","200",265,11.814
POST,"/doc/2","200",138,8.264
PUT,"/doc/1","200",265,8.194
POST,"/doc/2","200",138,3.755
POST,"/doc/8","200",138,6.929
POST,"/doc/2","200",138,6.781
GET,"/doc/850","200",13128,0.768
PUT,"/doc/1","200",265,5.821
PUT,"/doc/1","200",265,5.375
POST,"/doc/2","200",138,2.023
POST,"/doc/8","200",138,3.767
POST,"/doc/2","200",138,2.034
POST,"/doc/2","200",138,2.116
POST,"/doc/0","200",138,0.119
PUT,"/doc/1","200",265,6.588
PUT,"/doc/1","200",265,8.101
POST,"/doc/0","200",138,2.151
PUT,"/doc/1","200",265,2.989
POST,"/doc/0","200",138,1.893
POST,"/doc/0","200",138,0.126
POST,"/doc/0","200",138,2.736
GET,"/doc/1196","200",5618,0.548
GET,"/doc/1197","200",2089,0.265
GET,"/doc/1198","200",2020,0.242
GET,"/doc/1199","200",2020,0.269
POST,"/doc/0","200",138,0.184
PUT,"/doc/1","200",265,7.170
POST,"/doc/2","200",138,3.898
PUT,"/doc/1","200",265,7.866
POST,"/doc/0","200",138,0.115
POST,"/doc/2","200",138,3.509
PUT,"/doc/1","200",265,6.645
PUT,"/doc/1","200",265,7.333
POST,"/doc/0","200",138,0.185
POST,"/doc/0","200",138,0.117
POST,"/doc/2","200",138,5.237
POST,"/doc/0","200",138,5.546
POST,"/doc/0","200",138,0.116
PUT,"/doc/1","200",265,8.972
PUT,"/doc/1","200",265,15.173
PUT,"/doc/1","200",265,10.978
PUT,"/doc/1","200",265,8.619
GET,"/doc/3","200",4047,0.389
GET,"/doc/4","200",795,0.081
GET,"/doc/3","200",4047,0.350
GET,"/doc/4","200",795,0.095
GET,"/doc/1200","200",15047,0.677
POST,"/doc/0","200",138,2.919
GET,"/doc/3","200",4047,0.339
GET,"/doc/4","200",795,0.097
PUT,"/doc/1","200",267,47.769
PUT,"/doc/1","200",265,13.717
PUT,"/doc/1","200",265,15.011
PUT,"/doc/1","200",265,11.901
POST,"/doc/609","200",163,23.637
POST,"/doc/17","200",138,3.806
POST,"/doc/9","200",163,58.340
POST,"/doc/0","200",138,2.299
PUT,"/doc/1","200",265,14.393
POST,"/doc/578","200",163,25.608
PUT,"/doc/1","200",265,10.730
POST,"/doc/0","200",138,3.934
POST,"/doc/2","200",138,3.062
PUT,"/doc/1","200",265,6.321
POST,"/doc/0","200",138,5.163
POST,"/doc/0","200",138,2.766
PUT,"/doc/1","200",265,6.796
PUT,"/doc/1","200",265,5.890
PUT,"/doc/1","200",265,6.671
PUT,"/doc/1","200",265,10.161
PUT,"/doc/1","200",265,7.546
POST,"/doc/15","200",163,35.890
PUT,"/doc/1","200",267,31.347
PUT,"/doc/1","200",265,12.434
POST,"/doc/303","200",163,39.351
POST,"/doc/2","200",138,3.228
POST,"/doc/302","200",163,38.564
POST,"/doc/6","200",138,14.709
PUT,"/doc/1","200",265,9.563
POST,"/doc/579","200",163,27.528
GET,"/doc/3","200",4047,0.386
GET,"/doc/4","200",795,0.074
PUT,"/doc/1","200",267,53.605
GET,"/doc/3","200",4047,0.334
GET,"/doc/4","200",795,0.068
PUT,"/doc/1","200",265,15.122
GET,"/doc/1200","200",15047,0.664
POST,"/doc/247","200",138,17.702
GET,"/doc/3","200",4047,0.350
GET,"/doc/4","200",795,0.075
POST,"/doc/302","200",163,28.804
POST,"/doc/17","200",138,6.255
PUT,"/doc/1","200",265,8.210
POST,"/doc/247","200",138,9.436
PUT,"/doc/1","200",265,5.707
PUT,"/doc/1","200",265,9.337
PUT,"/doc/1","200",265,7.435
POST,"/doc/17","200",138,7.333
POST,"/doc/17","200",138,2.060
PUT,"/doc/1","200",265,9.558
POST,"/doc/17","200",138,6.303
POST,"/doc/2","200",138,2.323
POST,"/doc/17","200",163,11.123
PUT,"/doc/1","200",265,7.740
POST,"/doc/0","200",138,2.174
PUT,"/doc/1","200",265,6.920
GET,"/doc/1201","200",1123,0.337
GET,"/doc/1202","200",1136,0.297
GET,"/doc/1203","200",1123,0.209
GET,"/doc/1204","200",1123,0.217
GET,"/doc/1205","200",2248,0.268
GET,"/doc/1206","200",2316,0.289
GET,"/doc/1207","200",2175,0.260
GET,"/doc/1208","200",1297,0.213
GET,"/doc/1209","200",1123,0.267
GET,"/doc/1210","200",1123,0.245
GET,"/doc/1211","200",1123,0.254
GET,"/doc/1212","200",2241,0.245
GET,"/doc/1213","200",1297,0.176
PUT,"/doc/1","200",267,49.006
POST,"/doc/12","200",163,17.409
GET,"/doc/1214","200",2272,0.251
PUT,"/doc/1","200",265,6.647
GET,"/doc/1215","200",1126,0.194
GET,"/doc/1216","200",2129,0.240
GET,"/doc/1217","200",2156,0.257
GET,"/doc/1218","200",1297,0.271
GET,"/doc/1219","200",1297,0.236
GET,"/doc/1220","200",1123,0.243
GET,"/doc/1221","200",1355,0.191
GET,"/doc/1222","200",1178,0.196
GET,"/doc/1223","200",1123,0.197
GET,"/doc/1224","200",1123,0.180
GET,"/doc/1225","200",1123,0.212
GET,"/doc/1226","200",2160,0.254
GET,"/doc/1227","200",2176,0.257
GET,"/doc/1228","200",2173,0.321
GET,"/doc/1229","200",2152,0.317
GET,"/doc/1230","200",2175,0.350
GET,"/doc/1231","200",2168,0.378
GET,"/doc/1232","200",2162,0.370
GET,"/doc/1233","200",2127,0.333
GET,"/doc/1234","200",1297,0.316
GET,"/doc/1235","200",1123,0.225
GET,"/doc/1236","200",1181,0.262
GET,"/doc/1237","200",1755,0.281
PUT,"/doc/1","200",265,8.956
GET,"/doc/1238","200",2333,0.252
GET,"/doc/1239","200",2337,0.262
POST,"/doc/303","200",163,25.296
GET,"/doc/1240","200",2152,0.243
GET,"/doc/1241","200",2173,0.228
POST,"/doc/303","200",163,26.784
PUT,"/doc/1","200",265,17.641
PUT,"/doc/1","200",265,6.755
POST,"/doc/117","200",138,6.395
GET,"/doc/1242","200",5014,0.313
GET,"/doc/1243","200",3823,0.294
GET,"/doc/1244","200",5835,0.337
GET,"/doc/1245","200",4086,0.265
GET,"/doc/3","200",4047,0.369
GET,"/doc/4","200",795,0.069
GET,"/doc/3","200",4047,0.338
GET,"/doc/4","200",795,0.072
PUT,"/doc/1","200",265,7.657
GET,"/doc/1200","200",15047,0.728
GET,"/doc/3","200",4047,0.360
GET,"/doc/4","200",795,0.079
POST,"/doc/0","200",138,3.318
PUT,"/doc/1","200",265,8.944
PUT,"/doc/1","200",265,7.420
POST,"/doc/0","200",138,2.536
POST,"/doc/0","200",138,3.083
PUT,"/doc/1","200",265,10.221
PUT,"/doc/1","200",265,6.307
POST,"/doc/17","200",138,8.113
POST,"/doc/0","200",138,3.161
POST,"/doc/0","200",138,2.405
GET,"/doc/1246","200",163228,13.057
GET,"/doc/1194","200",12918,0.725
GET,"/doc/850","200",13128,0.701
GET,"/doc/1247","200",3883,29.564
GET,"/doc/851","200",12886,0.652
GET,"/doc/1248","200",3213,39.376
GET,"/doc/1249","200",13605,13.200
GET,"/doc/1250","200",479475,33.078
PUT,"/doc/1","200",265,2.919
PUT,"/doc/1","200",265,11.219
POST,"/doc/0","200",138,5.694
PUT,"/doc/1","200",265,6.127
POST,"/doc/0","200",138,0.114
GET,"/doc/1251","200",6647,18.166
GET,"/doc/1252","200",6647,21.233
PUT,"/doc/1","200",265,7.541
PUT,"/doc/1","200",265,18.107
POST,"/doc/0","200",138,4.099
POST,"/doc/2","200",138,4.551
POST,"/doc/2","200",138,7.432
GET,"/doc/1253","200",11553,15.796
GET,"/doc/1254","200",12299,23.869
GET,"/doc/1255","200",12477,16.039
PUT,"/doc/1","200",265,6.858
POST,"/doc/17","200",163,19.170
POST,"/doc/17","200",138,12.267
POST,"/doc/0","200",138,6.737
PUT,"/doc/1","200",265,13.807
PUT,"/doc/1","200",265,10.984
PUT,"/doc/1","200",265,6.970
POST,"/doc/0","200",163,11.837
POST,"/doc/2","200",163,18.938
PUT,"/doc/1","200",265,7.066
PUT,"/doc/1","200",265,5.771
POST,"/doc/0","200",138,2.110
PUT,"/doc/1","200",265,27.435
PUT,"/doc/1","200",265,7.247
POST,"/doc/0","200",138,3.090
GET,"/doc/1256","200",15639,20.173
GET,"/doc/1257","200",10334,27.570
GET,"/doc/1258","200",11944,29.750
GET,"/doc/1259","200",15719,29.058
GET,"/doc/1260","200",15646,34.659
GET,"/doc/1261","200",14570,37.114
GET,"/doc/1262","200",6647,40.829
GET,"/doc/1263","200",15650,42.982
GET,"/doc/1264","200",15040,42.364
GET,"/doc/1265","200",8768,42.443
GET,"/doc/1266","200",14686,46.453
GET,"/doc/1267","200",14579,50.178
GET,"/doc/1268","200",15273,50.198
GET,"/doc/1269","200",15425,58.979
GET,"/doc/1270","200",15637,60.259
GET,"/doc/1271","200",15697,59.635
GET,"/doc/1272","200",16054,67.521
GET,"/doc/1273","200",14608,16.614
GET,"/doc/1274","200",10541,18.259
GET,"/doc/1275","200",15267,23.171
GET,"/doc/1276","200",15637,29.989
GET,"/doc/1194","200",12918,0.682
GET,"/doc/1249","200",13605,0.740
PUT,"/doc/1","200",265,6.823
GET,"/doc/1251","200",6647,0.513
GET,"/doc/1277","200",6647,10.307
GET,"/doc/1278","200",6647,18.245
GET,"/doc/1256","200",15639,0.827
GET,"/doc/1260","200",15646,0.889
GET,"/doc/1270","200",15637,0.882
GET,"/doc/1266","200",14686,0.838
GET,"/doc/1273","200",14608,0.806
GET,"/doc/1279","200",15655,15.216
GET,"/doc/1280","200",15641,21.479
POST,"/doc/0","200",138,0.155
PUT,"/doc/1","200",265,10.035
PUT,"/doc/1","200",265,5.419
POST,"/doc/0","200",138,1.119
GET,"/doc/1281","200",14591,11.595
GET,"/doc/1282","200",14580,32.537
POST,"/doc/2","200",138,1.057
POST,"/doc/17","200",138,4.402
GET,"/doc/1283","200",12668,21.339
PUT,"/doc/1","200",265,9.246
PUT,"/doc/1","200",265,5.948
GET,"/doc/1284","200",12921,23.214
GET,"/doc/1285","200",12799,24.208
GET,"/doc/1286","200",48411,4.961
GET,"/doc/1193","200",13258,0.708
GET,"/doc/851","200",12886,0.783
GET,"/doc/1287","200",12787,19.893
GET,"/doc/1288","200",12851,26.157
POST,"/doc/8","200",138,6.027
PUT,"/doc/1","200",265,6.928
POST,"/doc/0","200",138,1.910
GET,"/doc/1289","200",2023,0.252
GET,"/doc/1290","200",2023,0.262
GET,"/doc/1291","200",2024,0.269
POST,"/doc/0","200",138,0.110
GET,"/doc/1292","200",2023,0.258
GET,"/doc/1293","200",2023,0.258
GET,"/doc/1294","200",2023,0.277
GET,"/doc/1295","200",2023,0.237
GET,"/doc/1296","200",6971,0.959
POST,"/doc/0","200",138,0.112
PUT,"/doc/1","200",265,3.056
POST,"/doc/0","200",138,2.406
POST,"/doc/2","200",138,5.184
POST,"/doc/0","200",138,0.108
PUT,"/doc/1","200",265,5.913
POST,"/doc/2","200",138,0.900
POST,"/doc/2","200",138,1.840
PUT,"/doc/1","200",265,12.126
POST,"/doc/0","200",138,0.113
PUT,"/doc/1","200",265,7.417
PUT,"/doc/1","200",265,9.312
POST,"/doc/2","200",138,6.291
PUT,"/doc/1","200",265,3.467
POST,"/doc/2","200",138,2.704
PUT,"/doc/1","200",265,7.174
GET,"/doc/1193","200",13258,0.711
GET,"/doc/1288","200",12851,0.769
GET,"/doc/1297","200",13078,19.538
GET,"/doc/1195","200",12920,0.682
POST,"/doc/0","200",138,2.730
PUT,"/doc/1","200",265,7.344
POST,"/doc/0","200",138,2.498
POST,"/doc/0","200",138,1.473
PUT,"/doc/1","200",265,11.436
PUT,"/doc/1","200",265,6.422
POST,"/doc/17","200",163,7.885
GET,"/doc/1298","200",5402,0.266
GET,"/doc/1299","200",5402,0.290
GET,"/doc/852","200",5294,0.358
POST,"/doc/17","200",163,7.351
POST,"/doc/2","200",163,6.376
POST,"/doc/0","200",138,1.008
PUT,"/doc/1","200",265,8.213
POST,"/doc/2","200",138,5.333
GET,"/doc/1300","200",9458,0.641
GET,"/doc/1301","200",9412,0.661
GET,"/doc/1302","200",9377,9.504
GET,"/doc/1303","200",9610,24.591
POST,"/doc/2","200",138,5.381
PUT,"/doc/1","200",265,10.132
POST,"/doc/0","200",138,0.123
PUT,"/doc/1","200",265,7.116
PUT,"/doc/1","200",265,8.973
PUT,"/doc/1","200",265,5.414
POST,"/doc/117","200",163,12.061
POST,"/doc/0","200",138,1.280
POST,"/doc/17","200",138,3.038
POST,"/doc/8","200",138,5.910
PUT,"/doc/1","200",265,13.488
PUT,"/doc/1","200",265,5.156
PUT,"/doc/1","200",265,6.854
POST,"/doc/0","200",138,1.169
POST,"/doc/2","200",138,5.183
PUT,"/doc/1","200",265,6.558
POST,"/doc/0","200",138,1.782
POST,"/doc/8","200",138,3.837
PUT,"/doc/1","200",265,6.320
GET,"/doc/1304","200",15814,42.847
PUT,"/doc/1","200",265,6.763
POST,"/doc/2","200",138,2.996
POST,"/doc/2","200",138,7.052
POST,"/doc/2","200",138,2.796
GET,"/doc/3","200",4047,0.367
GET,"/doc/4","200",795,0.069
GET,"/doc/3","200",4047,0.360
GET,"/doc/4","200",795,0.069
GET,"/doc/1200","200",15047,0.640
GET,"/doc/3","200",4047,0.331
GET,"/doc/4","200",795,0.077
PUT,"/doc/1","200",265,6.462
POST,"/doc/2","200",138,5.165
POST,"/doc/2","200",138,0.914
GET,"/doc/1305","200",9475,0.638
GET,"/doc/1306","200",9412,0.677
GET,"/doc/1307","200",9379,0.732
GET,"/doc/1308","200",9427,12.641
PUT,"/doc/1","200",265,6.779
GET,"/doc/3","200",4047,0.388
GET,"/doc/4","200",795,0.077
GET,"/doc/3","200",4047,0.336
GET,"/doc/4","200",795,0.068
GET,"/doc/1200","200",15047,0.658
GET,"/doc/3","200",4047,0.332
GET,"/doc/4","200",795,0.078
PUT,"/doc/1","200",265,9.260
POST,"/doc/0","200",138,0.120
PUT,"/doc/1","200",265,3.173
PUT,"/doc/1","200",265,6.253
POST,"/doc/2","200",138,2.311
POST,"/doc/17","200",138,5.710
POST,"/doc/0","200",138,3.188
POST,"/doc/0","200",138,0.110
GET,"/doc/1309","200",6504,0.357
GET,"/doc/1310","200",5628,0.349
GET,"/doc/1311","200",6089,0.331
GET,"/doc/1312","200",5624,0.331
GET,"/doc/1313","200",202,1.425
GET,"/doc/1314","200",12762,0.548
GET,"/doc/1315","404",180,0.217
GET,"/doc/1316","404",180,0.162
GET,"/doc/1317","200",10595,0.509
GET,"/doc/1318","200",6698,0.237
GET,"/doc/1319","200",5771,0.345
GET,"/doc/1320","200",9386,0.614
GET,"/doc/1321","200",5646,0.575
GET,"/doc/1322","404",180,0.156
GET,"/doc/1323","200",5664,0.375
GET,"/doc/1324","200",11143,0.538
POST,"/doc/0","200",138,5.704
GET,"/doc/1325","404",180,0.173
GET,"/doc/1326","404",180,0.186
GET,"/doc/1327","404",180,0.172
GET,"/doc/1328","200",9333,0.504
GET,"/doc/1329","200",5678,0.369
GET,"/doc/1330","200",10047,0.444
GET,"/doc/1331","200",6698,0.229
PUT,"/doc/1","200",265,7.030
GET,"/doc/1332","200",5636,0.413
GET,"/doc/1333","200",5636,0.431
GET,"/doc/1334","200",5636,0.472
GET,"/doc/1335","200",6716,0.326
GET,"/doc/1336","200",6716,0.344
GET,"/doc/1337","200",6716,0.339
GET,"/doc/1338","200",5636,0.415
GET,"/doc/1339","200",5636,0.415
GET,"/doc/1340","200",5636,0.443
GET,"/doc/1341","200",5636,0.432
GET,"/doc/1342","200",5636,0.432
GET,"/doc/1343","200",5636,0.474
GET,"/doc/1344","200",5677,0.408
GET,"/doc/1345","200",5636,0.437
GET,"/doc/1346","200",5636,0.475
GET,"/doc/1347","200",5636,0.391
GET,"/doc/1348","200",5636,0.448
GET,"/doc/1349","200",5636,0.477
GET,"/doc/1350","200",5636,0.498
GET,"/doc/1351","200",5636,0.471
GET,"/doc/1352","200",5636,0.416
GET,"/doc/1353","200",5636,0.424
GET,"/doc/1354","200",5636,0.478
GET,"/doc/1355","200",5636,0.509
GET,"/doc/1356","200",5636,0.512
GET,"/doc/1357","200",5636,0.390
GET,"/doc/1358","200",5636,0.405
GET,"/doc/1359","200",5636,0.436
GET,"/doc/1360","200",5636,0.476
GET,"/doc/1361","200",5694,0.453
GET,"/doc/1362","200",5636,0.489
GET,"/doc/1363","200",5636,0.535
GET,"/doc/1364","200",5636,0.558
GET,"/doc/1365","200",5636,0.528
GET,"/doc/1366","200",6438,0.411
GET,"/doc/1367","200",7703,0.483
GET,"/doc/1368","200",12985,0.722
GET,"/doc/1369","200",7573,0.671
GET,"/doc/3","200",4047,0.361
GET,"/doc/4","200",795,0.071
PUT,"/doc/1","200",265,8.347
PUT,"/doc/1","200",265,5.985
GET,"/doc/3","200",4047,0.362
GET,"/doc/4","200",795,0.068
GET,"/doc/1200","200",15047,0.637
POST,"/doc/0","200",138,1.546
GET,"/doc/3","200",4047,0.342
GET,"/doc/4","200",795,0.070
POST,"/doc/0","200",138,1.140
GET,"/doc/1370","200",6716,0.415
GET,"/doc/1371","200",5636,0.604
GET,"/doc/1372","200",5636,0.478
GET,"/doc/1373","200",5636,0.632
GET,"/doc/1374","200",5636,0.576
GET,"/doc/1375","200",5636,0.590
GET,"/doc/1376","200",5636,0.380
GET,"/doc/1305","200",9475,0.528
GET,"/doc/1377","200",9645,0.599
GET,"/doc/1378","200",9729,16.917
POST,"/doc/0","200",138,4.221
POST,"/doc/0","200",138,5.287
POST,"/doc/0","200",138,2.799
PUT,"/doc/1","200",265,8.973
PUT,"/doc/1","200",265,5.954
POST,"/doc/2","200",138,7.228
POST,"/doc/0","200",138,8.981
PUT,"/doc/1","200",265,10.973
POST,"/doc/2","200",138,3.560
POST,"/doc/2","200",138,4.442
POST,"/doc/0","200",138,2.952
GET,"/doc/1312","200",5624,0.341
GET,"/doc/1311","200",6089,0.370
GET,"/doc/1379","200",5995,0.352
GET,"/doc/1380","200",6328,0.370
GET,"/doc/1309","200",6504,0.348
GET,"/doc/1381","200",10033,0.511
GET,"/doc/1313","200",202,0.637
GET,"/doc/1382","200",5624,0.351
GET,"/doc/1310","200",5628,0.379
GET,"/doc/1383","200",10308,0.514
GET,"/doc/1384","200",6656,0.442
GET,"/doc/1315","404",180,0.242
GET,"/doc/1314","200",12762,0.537
GET,"/doc/1316","404",180,0.165
GET,"/doc/1385","200",6698,0.234
GET,"/doc/1323","200",5664,0.309
GET,"/doc/1325","404",180,0.270
GET,"/doc/1317","200",10595,0.538
GET,"/doc/1324","200",11143,0.592
GET,"/doc/1322","404",180,0.178
GET,"/doc/1326","404",180,0.178
GET,"/doc/1327","404",180,0.185
GET,"/doc/1320","200",9386,0.502
GET,"/doc/1386","200",5624,0.458
GET,"/doc/1309","200",6504,0.424
GET,"/doc/1321","200",5646,0.589
PUT,"/doc/1","200",265,6.846
GET,"/doc/1387","200",6482,0.339
GET,"/doc/1388","200",6518,0.382
GET,"/doc/1333","200",5636,0.461
GET,"/doc/1389","200",5636,0.460
GET,"/doc/1390","200",6716,0.341
GET,"/doc/1391","200",6716,0.526
GET,"/doc/1335","200",6716,0.349
GET,"/doc/1392","200",6716,0.393
GET,"/doc/1393","200",6716,0.440
GET,"/doc/1394","200",6716,0.488
GET,"/doc/1395","200",6716,0.550
GET,"/doc/1396","200",5636,0.500
GET,"/doc/1373","200",5636,0.551
GET,"/doc/1340","200",5636,0.598
GET,"/doc/1397","200",5636,0.635
GET,"/doc/1398","200",5636,0.659
GET,"/doc/1399","200",5636,0.712
GET,"/doc/1400","200",5636,0.739
GET,"/doc/1401","200",5636,0.704
GET,"/doc/1402","200",5636,0.767
GET,"/doc/1344","200",5677,0.800
GET,"/doc/1403","200",5636,0.849
GET,"/doc/1404","200",5636,0.873
GET,"/doc/1405","200",5636,0.943
GET,"/doc/1406","200",5636,0.972
GET,"/doc/1376","200",5636,1.019
GET,"/doc/1407","200",5636,1.028
GET,"/doc/1408","200",5636,1.043
GET,"/doc/1347","200",5636,0.794
GET,"/doc/1409","200",5636,0.842
GET,"/doc/1348","200",5636,0.832
GET,"/doc/1350","200",5636,0.865
GET,"/doc/1374","200",5636,0.894
GET,"/doc/1410","200",5636,0.923
GET,"/doc/1411","200",5636,0.937
GET,"/doc/1412","200",5636,0.949
GET,"/doc/1355","200",5636,0.973
GET,"/doc/1413","200",5727,1.036
GET,"/doc/1360","200",5636,0.558
GET,"/doc/1414","200",5636,0.588
GET,"/doc/1415","200",5636,0.648
GET,"/doc/1416","200",5636,0.712
GET,"/doc/1417","200",5636,0.747
GET,"/doc/1363","200",5636,0.820
GET,"/doc/1364","200",5636,0.886
GET,"/doc/1369","200",7573,0.906
GET,"/doc/1368","200",12985,1.049
PUT,"/doc/1","200",265,9.243
GET,"/doc/3","200",1312,0.718
PUT,"/doc/1","200",265,2.169
POST,"/doc/0","200",138,2.638
GET,"/doc/1418","200",5636,0.509
GET,"/doc/1419","200",5636,0.437
GET,"/doc/1351","200",5636,0.440
GET,"/doc/1420","200",5636,0.392
GET,"/doc/1371","200",5636,0.529
GET,"/doc/1421","200",5636,0.442
GET,"/doc/1422","200",5636,0.448
GET,"/doc/1423","200",6716,0.396
GET,"/doc/1362","200",5636,0.376
GET,"/doc/1349","200",5636,0.418
POST,"/doc/0","200",138,2.481
GET,"/doc/1424","200",6716,0.270
GET,"/doc/1425","200",6716,0.267
GET,"/doc/569","404",180,0.197
GET,"/doc/1426","404",180,0.188
GET,"/doc/1427","200",12959,0.709
GET,"/doc/1428","200",12756,0.735
GET,"/doc/1429","200",12852,0.760
GET,"/doc/1430","200",12955,18.404
GET,"/doc/1431","200",10909,20.889
PUT,"/doc/1","200",265,7.673
POST,"/doc/2","200",138,1.430
PUT,"/doc/1","200",265,15.023
PUT,"/doc/1","200",265,5.494
POST,"/doc/17","200",163,7.780
POST,"/doc/17","200",138,2.887
GET,"/doc/3","200",1310,0.727
POST,"/doc/0","200",138,1.236
POST,"/doc/17","200",163,3.447
PUT,"/doc/1","200",265,8.285
PUT,"/doc/1","200",265,8.965
PUT,"/doc/1","200",265,7.739
POST,"/doc/2","200",138,5.217
POST,"/doc/0","200",138,6.564
POST,"/doc/0","200",138,1.986
PUT,"/doc/1","200",265,9.833
PUT,"/doc/1","200",265,8.121
POST,"/doc/0","200",138,3.295
GET,"/doc/572","200",9650,0.979
POST,"/doc/0","200",138,1.916
POST,"/doc/8","200",138,6.971
POST,"/doc/2","200",138,3.659
POST,"/doc/0","200",138,3.379
POST,"/doc/0","200",138,0.124
PUT,"/doc/1","200",265,10.056
PUT,"/doc/1","200",265,1.425
POST,"/doc/2","200",138,1.894
POST,"/doc/17","200",138,2.023
POST,"/doc/2","200",163,6.832
POST,"/doc/247","200",163,8.671
POST,"/doc/0","200",138,0.109
PUT,"/doc/1","200",265,6.964
POST,"/doc/0","200",138,0.118
PUT,"/doc/1","200",265,3.316
POST,"/doc/0","200",138,3.312
POST,"/doc/0","200",138,2.719
POST,"/doc/0","200",138,0.118
POST,"/doc/0","200",138,3.830
PUT,"/doc/1","200",265,7.472
GET,"/doc/1432","200",5636,0.564
GET,"/doc/1433","200",2023,0.283
GET,"/doc/1291","200",2024,0.268
GET,"/doc/1293","200",2023,0.238
GET,"/doc/1294","200",2023,0.269
GET,"/doc/1434","200",2023,0.246
GET,"/doc/1295","200",2023,0.246
POST,"/doc/0","200",138,3.548
PUT,"/doc/1","200",265,7.792
PUT,"/doc/1","200",265,5.431
POST,"/doc/0","200",138,0.109
PUT,"/doc/1","200",265,7.391
POST,"/doc/0","200",138,3.020
POST,"/doc/0","200",138,5.376
POST,"/doc/0","200",138,2.895
POST,"/doc/0","200",138,0.121
POST,"/doc/0","200",138,0.106
PUT,"/doc/1","200",265,17.001
POST,"/doc/0","200",138,0.111
PUT,"/doc/1","200",265,11.010
POST,"/doc/0","200",163,11.694
PUT,"/doc/1","200",265,7.069
PUT,"/doc/1","200",265,13.246
GET,"/doc/3","200",4047,0.388
GET,"/doc/4","200",795,0.068
GET,"/doc/3","200",4047,0.338
GET,"/doc/4","200",795,0.079
GET,"/doc/1435","200",14773,0.668
PUT,"/doc/1","200",267,47.930
GET,"/doc/3","200",4047,0.348
GET,"/doc/4","200",795,0.072
PUT,"/doc/1","200",267,27.728
PUT,"/doc/1","200",265,15.531
PUT,"/doc/1","200",265,6.946
POST,"/doc/209","200",163,43.922
PUT,"/doc/1","200",265,38.381
POST,"/doc/0","200",138,4.938
PUT,"/doc/1","200",265,14.519
PUT,"/doc/1","200",265,7.068
PUT,"/doc/1","200",265,5.994
POST,"/doc/1125","200",163,49.585
POST,"/doc/1127","200",163,43.960
POST,"/doc/304","200",163,85.471
PUT,"/doc/1","200",265,7.725
PUT,"/doc/1","200",267,47.625
PUT,"/doc/1","200",265,6.737
PUT,"/doc/1","200",265,17.525
PUT,"/doc/1","200",265,9.490
POST,"/doc/385","200",163,31.644
PUT,"/doc/1","200",265,8.914
POST,"/doc/209","200",163,42.510
POST,"/doc/380","200",163,21.284
POST,"/doc/305","200",163,42.670
GET,"/doc/1436","200",15773,37.815
GET,"/doc/3","200",4047,0.379
GET,"/doc/4","200",795,0.080
PUT,"/doc/1","200",267,56.540
PUT,"/doc/1","200",265,15.437
GET,"/doc/3","200",4047,0.343
GET,"/doc/4","200",795,0.069
GET,"/doc/1435","200",14773,0.623
POST,"/doc/247","200",138,8.262
GET,"/doc/3","200",4047,0.341
GET,"/doc/4","200",795,0.066
POST,"/doc/117","200",138,8.454
POST,"/doc/17","200",138,6.903
PUT,"/doc/1","200",265,10.124
POST,"/doc/302","200",163,33.341
PUT,"/doc/1","200",265,7.972
PUT,"/doc/1","200",265,6.187
PUT,"/doc/1","200",265,6.895
PUT,"/doc/1","200",265,9.484
PUT,"/doc/1","200",265,7.169
PUT,"/doc/1","200",265,6.616
POST,"/doc/17","200",138,7.704
PUT,"/doc/1","200",265,7.989
PUT,"/doc/1","200",265,6.522
POST,"/doc/17","200",138,5.027
POST,"/doc/17","200",138,8.263
POST,"/doc/17","200",138,4.717
PUT,"/doc/1","200",265,7.621
POST,"/doc/0","200",138,0.111
POST,"/doc/2","200",138,2.717
